,group,names,scores,logfoldchanges,pvals,pvals_adj
417988,24,PUM1,16.267532,1.5760835,1.6778394413066806e-59,3.7456689989068244e-57
417989,24,SRSF11,16.265528,1.6096436,1.7336792011498223e-59,3.8213361936230196e-57
417991,24,PPIL4,16.121243,2.5403142,1.809352716706154e-58,3.88966158716102e-56
417992,24,FNIP1,16.085981,1.6364939,3.199446557151637e-58,6.794141817034325e-56
417993,24,LHFPL3,16.081354,1.5037735,3.4475755737202384e-58,7.23284740544464e-56
417995,24,ARID1A,16.074877,1.522823,3.8274783881435434e-58,7.840927196793356e-56
417996,24,PUM2,15.977843,1.5692109,1.823452776248979e-57,3.692067813119008e-55
417997,24,PIK3R1,15.938632,1.7664871,3.417511216055498e-57,6.840129058066021e-55
417998,24,PIK3CB,15.929442,2.1504135,3.9586990393871683e-57,7.83327572418736e-55
417999,24,HSP90AB1,15.911334,2.3328798,5.287506685820257e-57,1.0345095946088554e-54
418000,24,CKB,15.764188,2.0564425,5.487292308437755e-56,1.0616691218536293e-53
418001,24,NFIA,15.761147,1.5232908,5.757877342722384e-56,1.1017793205365372e-53
418002,24,RORA,15.754484,1.5350552,6.397966874274486e-56,1.2109543171928438e-53
418004,24,GPC5,15.646525,1.5434784,3.508602347755364e-55,6.431083440154122e-53
418005,24,EPC2,15.63048,1.829278,4.513936404110523e-55,8.187622354664221e-53
418007,24,KLF12,15.600693,1.5405289,7.20089371757663e-55,1.2794812480016517e-52
418008,24,CCAR1,15.58319,1.6724904,9.470852823860788e-55,1.6658177800190699e-52
418009,24,ENSHGLG00000016077,15.568521,1.608846,1.1913040232750985e-54,2.074417695728929e-52
418011,24,RBPJ,15.551211,1.7764753,1.561245167386268e-54,2.6652904019310867e-52
418012,24,ACTB,15.5359335,3.3688674,1.9816469513496977e-54,3.350137705228377e-52
418015,24,Ddx3x,15.395335,2.4198904,1.759107091052867e-53,2.889748280802224e-51
418016,24,ZNF608,15.386757,1.5402819,2.0085089956723173e-53,3.268613751555333e-51
418017,24,ENSHGLG00000010921,15.383761,2.0540154,2.1036505322634535e-53,3.391746918361437e-51
418019,24,RSF1,15.361398,1.5919952,2.970999283566473e-53,4.703091865885727e-51
418021,24,PREX1,15.340619,1.7258438,4.0927280658651274e-53,6.363095875974059e-51
418023,24,KIF13A,15.289125,1.8298755,9.035483699189222e-53,1.3801305057366835e-50
418025,24,GRAMD2B,15.259576,2.5628524,1.4217030703673734e-52,2.1341478934747475e-50
418026,24,CYTH1,15.252983,1.7011669,1.5728124516923445e-52,2.3408019847281023e-50
418027,24,MPDZ,15.250502,1.6107833,1.6337321505919773e-52,2.410862537140517e-50
418028,24,ENSHGLG00000002424,15.240822,1.7991174,1.8947328937661087e-52,2.772519653710021e-50
418030,24,NIPBL,15.128648,1.5263593,1.0482790227325578e-51,1.5085688118051265e-49
418033,24,ENSHGLG00000001693,15.051295,2.4381957,3.385412632374346e-51,4.716015213402758e-49
418034,24,ENSHGLG00000013595,14.985691,1.6663702,9.107347433349866e-51,1.2586209591819144e-48
418035,24,KDM6A,14.975228,1.5739268,1.0660160404589283e-50,1.4616171112213637e-48
418036,24,USP54,14.974281,2.1696217,1.0813088488608478e-50,1.4710024207198395e-48
418037,24,ENSHGLG00000010879,14.9370165,1.8068582,1.8925986919663503e-50,2.5547148080007795e-48
418042,24,PARD3B,14.848632,1.840097,7.100328917971529e-50,9.226718466316286e-48
418043,24,THRAP3,14.819948,1.7378933,1.088679694925293e-49,1.4042355205728983e-47
418046,24,HMGB1,14.768621,2.8078167,2.3343760671296746e-49,2.945542786733987e-47
418048,24,STOX2,14.740364,1.5181724,3.5486729113548444e-49,4.41378867181585e-47
418049,24,Ctnnb1,14.731652,2.8291895,4.037120818067144e-49,4.985701050000225e-47
418050,24,FGFR1,14.718931,2.4042058,4.873045808809811e-49,5.975658216113045e-47
418052,24,ENSHGLG00000005267,14.699713,1.5583676,6.4733643369727166e-49,7.827825916646244e-47
418054,24,MBNL1,14.685273,1.8823098,8.01103859179167e-49,9.554535273895092e-47
418056,24,CLDN10,14.66636,2.7038393,1.0587440469542624e-48,1.2456696006496332e-46
418057,24,SMURF2,14.63787,1.5863258,1.6103414477888423e-48,1.8819379617682627e-46
418059,24,SREK1,14.620102,1.5691128,2.0908764066924722e-48,2.4111543622341738e-46
418061,24,USP47,14.602111,1.6019877,2.7228159472556502e-48,3.0988492868995184e-46
418064,24,SS18,14.53857,1.8706148,6.901935588969942e-48,7.704064385303435e-46
418065,24,ENSHGLG00000006167,14.501658,1.6087389,1.182573421686754e-47,1.311601974002003e-45
418066,24,ENSHGLG00000017262,14.4980545,1.821963,1.246329264029047e-47,1.3735652831985948e-45
418067,24,AKAP10,14.480211,1.6962157,1.616003900147221e-47,1.769778359324752e-45
418073,24,SEMA6A,14.352571,1.5790911,1.0265993134359357e-46,1.0834044754460574e-44
418076,24,DOCK1,14.186239,1.919254,1.1147940388473472e-45,1.15547074990767e-43
418078,24,DENND5A,14.174762,1.5507342,1.312887740108568e-45,1.3447831893241467e-43
418079,24,ENSHGLG00000009593,14.172807,1.7575251,1.3499491425658979e-45,1.374658737982455e-43
418080,24,AQP4,14.161061,2.9435313,1.595662628527974e-45,1.6154228692184656e-43
418085,24,TIA1,14.096924,1.6906403,3.9669032835765805e-45,3.9025811794869495e-43
418087,24,TLK2,14.06544,1.5860021,6.193608488969123e-45,6.0251008166714705e-43
418088,24,ENSHGLG00000010365,14.062862,2.5512972,6.423430367581997e-45,6.2139551661502955e-43
418089,24,CHD7,14.056255,2.4550574,7.052012753734727e-45,6.7843479602642426e-43
418090,24,SERBP1,14.052937,2.0365596,7.390526273409935e-45,7.0709469230157795e-43
418091,24,WSB1,14.005173,1.7306265,1.4492675657763003e-44,1.379021646058072e-42
418093,24,MYO6,13.99515,1.8154006,1.6687825368869317e-44,1.570730287287143e-42
418094,24,SORL1,13.978753,1.5921973,2.1013664302374752e-44,1.967263099447589e-42
418095,24,HNRNPD,13.961209,1.95394,2.6883201978343314e-44,2.5033005136304393e-42
418099,24,ARHGAP42,13.881471,1.6007237,8.204332482705016e-44,7.479688037766619e-42
418101,24,PREX2,13.867212,2.4432197,1.0009180730111578e-43,9.030562904322948e-42
418102,24,MPHOSPH9,13.864198,1.6012464,1.043872428312218e-43,9.369562161959099e-42
418104,24,UBTD2,13.833106,1.537499,1.609200122052035e-43,1.4296429451679635e-41
418117,24,ELP4,13.647169,1.5436164,2.0987385973070602e-42,1.7485806313353034e-40
418118,24,RNF180,13.627377,1.7847413,2.753005499404292e-42,2.2827659410060446e-40
418120,24,CLYBL,13.603194,2.0320868,3.8332042242868255e-42,3.1484709979955894e-40
418126,24,INTS6,13.508011,1.5733315,1.4026075155674618e-41,1.120348838008083e-39
418133,24,SLC27A1,13.479422,1.5813824,2.0672085559813105e-41,1.5998356704578916e-39
418137,24,FARS2,13.464106,1.6445076,2.5438072562850215e-41,1.9342932643533224e-39
418138,24,ENSHGLG00000002898,13.463214,1.5258521,2.5746907121515944e-41,1.9492647552476397e-39
418139,24,CDK19,13.415601,1.5945536,4.899490399668048e-41,3.6932825250831045e-39
418141,24,ANOS1,13.3923435,1.9126897,6.703204131935843e-41,5.009566246755315e-39
418142,24,ZNRF3,13.346684,1.9338702,1.2383977279649056e-40,9.215478477373034e-39
418145,24,SAFB,13.32283,1.5031768,1.7051840270790414e-40,1.2528425933977783e-38
418146,24,ENSHGLG00000017008,13.319397,1.5715954,1.7854273497474187e-40,1.3062876655946136e-38
418153,24,PHKB,13.281169,1.7261559,2.977082636363056e-40,2.1159159162036692e-38
418156,24,NR2F1,13.258386,1.734119,4.034876668708904e-40,2.8330365900091995e-38
418158,24,SPEN,13.24069,1.7214645,5.1077513499631066e-40,3.557650970276303e-38
418166,24,AKAP13,13.130212,1.5319515,2.210376191240258e-39,1.491832582095605e-37
418171,24,UBA52,13.045177,3.9278018,6.76994844534808e-39,4.482323660792629e-37
418174,24,PSMA3,13.030547,1.6678468,8.201768286395697e-39,5.369074856052942e-37
418175,24,KCTD13,13.01934,2.9070024,9.498852899767143e-39,6.194888597140272e-37
418184,24,FRYL,12.925258,1.6153582,3.2420736498023983e-38,2.0454430602901868e-36
418185,24,ZNF326,12.914305,1.5244441,3.738057022641699e-38,2.3498479037999963e-36
418187,24,EP300,12.892753,1.5027865,4.944659239463713e-38,3.0860699403864386e-36
418192,24,CCSER2,12.848294,1.5021827,8.792728615508429e-38,5.3750553820185586e-36
418197,24,FERMT2,12.785091,1.5682908,1.9862810480326702e-37,1.1967858785257054e-35
418198,24,SLC25A26,12.777272,1.7321471,2.1963959343559036e-37,1.3188221518944602e-35
418203,24,TBCA,12.752539,1.690805,3.0175627730268373e-37,1.7811803581937735e-35
418206,24,KAT6A,12.732368,1.5644692,3.907997872539461e-37,2.2835559380714641e-35
418210,24,TEAD1,12.710561,1.7766142,5.166234860344618e-37,2.978796278913273e-35
418211,24,TRDMT1,12.692609,1.6349779,6.4984216304751e-37,3.7345549785961356e-35
418215,24,BCKDHB,12.670062,1.6523672,8.664555013997276e-37,4.898568066842031e-35
418216,24,ENSHGLG00000015791,12.654283,1.5380354,1.0593948539759996e-36,5.969981421451158e-35
418220,24,ST8SIA1,12.595549,1.6379104,2.234012651294552e-36,1.2428390510221098e-34
418221,24,ENSHGLG00000012484,12.59315,1.5602376,2.3029715630673992e-36,1.2771224148946695e-34
418230,24,ZEB1,12.55268,2.2878604,3.842811280575806e-36,2.0716678894323997e-34
418233,24,SLCO1C1,12.523364,2.6824086,5.562672353994246e-36,2.971251953990853e-34
418235,24,GLIS3,12.515491,1.5377693,6.142718227989628e-36,3.261071722682421e-34
418239,24,PFDN1,12.478717,1.6170722,9.754590495988049e-36,5.116165189959033e-34
418244,24,SF1,12.421788,1.679136,1.9906229163462142e-35,1.0285672653512352e-33
418245,24,DDX39B,12.414896,1.7781681,2.1696962773548374e-35,1.1177787360230706e-33
418247,24,EIF2S2,12.397898,1.5061128,2.682692047598101e-35,1.3739328419066392e-33
418249,24,CAPZA2,12.372831,1.5681891,3.6666487188679965e-35,1.8668817000481994e-33
418251,24,HNRNPR,12.369205,1.6185441,3.835986752469956e-35,1.9417452709523067e-33
418259,24,ENSHGLG00000001776,12.349917,1.680176,4.876160054058539e-35,2.4121754267420835e-33
418260,24,PPAP2B,12.338988,2.7655706,5.58534960608459e-35,2.7551754303328888e-33
418265,24,RSRC2,12.302081,1.9194776,8.826979357841614e-35,4.281453803846686e-33
418267,24,PTMA,12.2894125,3.157797,1.032532611363058e-34,4.980468244228512e-33
418268,24,NCK1,12.285746,1.5128591,1.0804423452415006e-34,5.197166452400621e-33
418275,24,ENSHGLG00000005766,12.224524,1.5547737,2.2992514132889176e-34,1.0820774286378357e-32
418276,24,PCMTD1,12.217354,1.5567219,2.51127073438358e-34,1.1786727034453176e-32
418278,24,ABCA1,12.200008,2.178361,3.107934571515029e-34,1.450897176777244e-32
418280,24,VAPA,12.197421,1.7721753,3.2082642132687373e-34,1.489746793217294e-32
418284,24,SUZ12,12.188939,1.6173905,3.5602782503292214e-34,1.6357552816090432e-32
418286,24,NHSL1,12.156649,1.5755677,5.28839701177662e-34,2.416977878374443e-32
418291,24,GAPDH,12.102752,2.5524733,1.0212937112466337e-33,4.6071988067195935e-32
418293,24,KIF2A,12.096485,1.5423671,1.1023070678062982e-33,4.947029116420379e-32
418296,24,ARHGAP5,12.092185,1.6055269,1.1615599020924524e-33,5.172952065252141e-32
418300,24,FNDC3B,12.082014,1.6039724,1.3145934855901442e-33,5.795194016349666e-32
418301,24,CNOT6,12.0730295,1.6579021,1.4663428504492348e-33,6.447835367392053e-32
418303,24,RPL13A,12.056885,2.599659,1.784039300439682e-33,7.805396064963866e-32
418304,24,AP3B1,12.048866,1.7733343,1.966347759153054e-33,8.581457025095773e-32
418306,24,SRRM1,12.043743,1.5717205,2.0924223624135105e-33,9.086122343318319e-32
418308,24,SNCAIP,12.020708,1.5250369,2.7659171449075475e-33,1.1951095594112935e-31
418309,24,BMPR1B,12.020256,2.8074424,2.781081057036794e-33,1.1986872387668736e-31
418316,24,YWHAG,11.972391,1.759529,4.9578738207116535e-33,2.1005220642348423e-31
418321,24,NONO,11.947366,1.8040353,6.701581013178238e-33,2.805159379386362e-31
418322,24,VEPH1,11.943778,1.7440653,6.997090805394085e-33,2.9218307480654007e-31
418325,24,PPM1K,11.934359,1.972367,7.83601488846181e-33,3.248774458399655e-31
418326,24,RAB3GAP1,11.929779,1.5030423,8.279335894252666e-33,3.424419855739232e-31
418328,24,ENSHGLG00000005800,11.923797,1.6533097,8.895971520088315e-33,3.662069789108696e-31
418330,24,TCF7L2,11.896716,2.302535,1.2309702045598449e-32,5.043502158117784e-31
418332,24,MXI1,11.88043,1.6481299,1.4959478814112625e-32,6.100454440050191e-31
418335,24,RPLP2,11.869707,3.3246005,1.7006272283429087e-32,6.886749285380249e-31
418338,24,FGFR2,11.8542595,1.8855206,2.0452314715744074e-32,8.224853490652461e-31
418339,24,PNKD,11.838997,1.565233,2.453704393913531e-32,9.844782168483022e-31
418340,24,PAWR,11.813568,2.5942268,3.321610012783994e-32,1.3296366701748894e-30
418341,24,DDAH1,11.808033,1.9583905,3.5476323426818624e-32,1.4168560087871391e-30
418342,24,C9orf72,11.807777,1.5917643,3.5584517903951553e-32,1.4179249662734745e-30
418353,24,HTRA1,11.726238,2.739899,9.352348894908854e-32,3.6350993595323184e-30
418356,24,SAT1,11.673148,2.1667278,1.748319210993673e-31,6.750217831714596e-30
418357,24,SPECC1L,11.642711,1.517345,2.4994252155825363e-31,9.62886975197759e-30
418358,24,ENSHGLG00000006461,11.632582,1.5135909,2.8145516264581412e-31,1.0818937631681152e-29
418359,24,RAB8B,11.630714,1.8193337,2.8768114510333192e-31,1.103390259842361e-29
418370,24,TMSB4X,11.582245,2.746743,5.070044934199069e-31,1.898595536327062e-29
418371,24,STARD13,11.576303,2.2160976,5.433971909784909e-31,2.0305097181348632e-29
418380,24,UGP2,11.507528,1.544039,1.2089326905685715e-30,4.431819987551692e-29
418381,24,CUL3,11.50462,1.65716,1.2503883561884353e-30,4.574162278636392e-29
418390,24,ATP5F1B,11.44386,2.4334059,2.5240167803413144e-30,9.059238101376813e-29
418392,24,CCNL1,11.441509,1.9994394,2.5933517210117494e-30,9.272696820939957e-29
418399,24,NUP153,11.399689,1.5820177,4.19617025661358e-30,1.4791075440974143e-28
418403,24,BCLAF1,11.32928,1.5018322,9.397463906988506e-30,3.2859043978391736e-28
418407,24,ENSHGLG00000018565,11.315376,1.8719214,1.1012868898823357e-29,3.8200614767970346e-28
418409,24,ACSL3,11.293629,1.748247,1.4108834853602437e-29,4.874546454479747e-28
418412,24,MAP3K3,11.281973,1.6159718,1.6109237269167315e-29,5.532744547692514e-28
418413,24,ZNF654,11.258172,1.5195724,2.1109187796175264e-29,7.235714312889762e-28
418425,24,RSBN1L,11.1658945,1.5439584,5.988514107990838e-29,2.0053460800470087e-27
418436,24,EPN2,11.087849,1.6138439,1.4370139157319909e-28,4.7123772720604814e-27
418439,24,MDM4,11.05978,1.7217996,1.9657982774473675e-28,6.410195768762362e-27
418442,24,TNFRSF19,11.032867,1.7207253,2.652700563349717e-28,8.601764415197136e-27
418443,24,ENSHGLG00000018291,11.021155,1.6326454,3.0215531646960538e-28,9.76146665247725e-27
418459,24,CCDC171,10.960035,1.7525064,5.947630757676405e-28,1.8660557546562027e-26
418461,24,SUB1,10.939928,2.1982484,7.425871745251467e-28,2.321484824058596e-26
418467,24,GFAP,10.904022,2.7317235,1.1027294969912828e-27,3.410626772843554e-26
418471,24,DGCR2,10.89566,1.5609207,1.2088609894460218e-27,3.712503775877174e-26
418472,24,PPM1B,10.8819895,1.8395928,1.4046337173241823e-27,4.306142063339082e-26
418476,24,RBBP6,10.87485,1.6244091,1.519043123630802e-27,4.624317816745307e-26
418480,24,DDX6,10.850062,1.717847,1.9929034148983885e-27,6.024726938129451e-26
418485,24,ZNF207,10.833808,1.7424856,2.380447467462946e-27,7.134377237681975e-26
418495,24,ENSHGLG00000007831,10.791409,1.5516104,3.7795373693446655e-27,1.1117075035878152e-25
418506,24,TRIM44,10.741818,1.5407037,6.475615892950708e-27,1.8699817503142732e-25
418507,24,HNRNPL,10.727884,1.6203829,7.530072923556028e-27,2.170880129435118e-25
418516,24,PPP4R3A,10.692499,1.6691482,1.1035628974210484e-26,3.1348027296562343e-25
418522,24,PHF21B,10.67288,1.7548698,1.3633329234058965e-26,3.8289864831075604e-25
418526,24,CPSF6,10.650585,1.5598124,1.7327305907622038e-26,4.835262464253566e-25
418527,24,HIF1A,10.644429,1.5962706,1.851151443675581e-26,5.157456014195663e-25
418528,24,TCEA1,10.632734,1.5649805,2.0986763508152037e-26,5.837739823761205e-25
418531,24,ZNF280C,10.627941,1.5028263,2.209356380397586e-26,6.116299308722285e-25
418539,24,SETD3,10.591399,1.6113213,3.266708559206999e-26,8.915861464180483e-25
418540,24,CBX3,10.585853,1.7858604,3.466100204485374e-26,9.445258663646919e-25
418547,24,ENSHGLG00000007808,10.559696,1.5693859,4.5813996810138324e-26,1.234921248382258e-24
418548,24,ADAMTS6,10.555575,1.5774684,4.786983358685389e-26,1.2883422136752501e-24
418558,24,RPS27A,10.495839,2.091793,9.027200879239324e-26,2.3925517337929126e-24
418560,24,USP12,10.484357,1.6228809,1.0193696702954708e-25,2.6935180681115374e-24
418564,24,DPF3,10.470174,1.9792616,1.1842585244847312e-25,3.1103308728284503e-24
418568,24,DCTN4,10.46176,1.6633712,1.294300962779542e-25,3.378959919772139e-24
418569,24,AMFR,10.457326,1.8772857,1.356292293785812e-25,3.5354966634269975e-24
418574,24,ZC2HC1A,10.445368,1.5720243,1.5385794502339594e-25,3.980874289290332e-24
418584,24,TTYH1,10.414593,1.6497366,2.1270647170753335e-25,5.422925024660729e-24
418596,24,SRSF6,10.358755,2.0860183,3.818981645607894e-25,9.568334876974137e-24
418599,24,SPRED1,10.344461,1.6182579,4.434036988917085e-25,1.1061588264758339e-23
418606,24,TMEM41B,10.313819,1.9047973,6.102708748079009e-25,1.5073257791531884e-23
418608,24,CBX6,10.308103,1.6727403,6.476711708465936e-25,1.595176534363753e-23
418614,24,BAZ1B,10.285015,1.570664,8.232931615180591e-25,2.0106597225124775e-23
418621,24,ENSHGLG00000018512,10.2533865,1.6068362,1.1426786833832344e-24,2.7635366546878136e-23
418626,24,ENSHGLG00000015004,10.244376,1.5735784,1.2543172529667944e-24,3.008460926433993e-23
418628,24,ENSHGLG00000007052,10.243277,1.6485173,1.268654348204893e-24,3.034488758968654e-23
418647,24,PPP1CB,10.153785,1.52973,3.1875599997553595e-24,7.430385846819286e-23
418649,24,ZBTB20,10.146878,1.8069099,3.42133330731443e-24,7.954028955976791e-23
418657,24,ENSHGLG00000018742,10.122797,1.5255449,4.377241264337505e-24,1.0068811378587712e-22
418660,24,CHIC2,10.116098,1.8472514,4.6873123324433826e-24,1.0739496005899555e-22
418661,24,MTSS2,10.112757,1.7151569,4.849990236780192e-24,1.109761892155762e-22
418663,24,CHD4,10.110059,1.6337103,4.985451546863853e-24,1.1377675987619956e-22
418667,24,TALDO1,10.076435,1.9735605,7.022804646271566e-24,1.5943689348830088e-22
418670,24,IMMP1L,10.057089,1.5180486,8.548869751930603e-24,1.9332658310437348e-22
418674,24,FBXL4,10.045428,1.6460931,9.622912308289695e-24,2.164906615300368e-22
418679,24,GNA13,10.028181,1.8170995,1.1460808413413912e-23,2.561836417237182e-22
418684,24,ST13,10.021504,1.7793385,1.2262256596637521e-23,2.723503496393484e-22
418706,24,TMEM65,9.892236,1.5669796,4.498674045699914e-23,9.716132237309075e-22
418710,24,ENSHGLG00000015860,9.886891,1.7216808,4.745327357561471e-23,1.0201282132989863e-21
418718,24,RSRC1,9.868551,1.5842193,5.698184985340207e-23,1.212988938260746e-21
418730,24,ZMIZ1,9.812081,1.6158884,9.988707978721102e-23,2.0930610353004882e-21
418739,24,ARHGAP24,9.774882,1.932157,1.4432530163268426e-22,2.9918291396784893e-21
418741,24,KATNAL2,9.767934,1.6029763,1.5457162129786475e-22,3.1966219022086924e-21
418771,24,MALT1,9.651842,1.878055,4.828072608663326e-22,9.641195909937442e-21
418773,24,HAPSTR1,9.637311,1.9004785,5.562626416432033e-22,1.1082610273378831e-20
418784,24,ENSHGLG00000008822,9.580065,1.6514703,9.698377023686937e-22,1.9082241707735665e-20
418788,24,USP22,9.565538,1.6015986,1.116185874851242e-21,2.186292985240121e-20
418791,24,STON2,9.558588,1.6437627,1.193736923760419e-21,2.3303297145112307e-20
418792,24,WASF2,9.5545225,1.6053325,1.2415500350636662e-21,2.420953052694694e-20
418793,24,UBE2L3,9.552764,1.5039601,1.2628146466955311e-21,2.4596634723612175e-20
418809,24,CECR2,9.49712,1.6786201,2.1577494598440222e-21,4.1288891587103257e-20
418832,24,VAV3,9.381796,1.7450265,6.4858407578947716e-21,1.2091857078931655e-19
418837,24,ENSHGLG00000017817,9.357573,1.8839006,8.158964766175336e-21,1.5130144139873388e-19
418847,24,ADCYAP1R1,9.32127,1.6188385,1.149560983162318e-20,2.1070847789268888e-19
418856,24,OFD1,9.292307,1.8328189,1.5098037730840746e-20,2.7414195099804997e-19
418874,24,ACAD11,9.23688,1.6107838,2.5378880677466503e-20,4.523259459946001e-19
418876,24,YWHAQ,9.231573,1.8350707,2.666870172954444e-20,4.739555014305333e-19
418886,24,ARHGAP12,9.185481,1.5066993,4.096915167051526e-20,7.213304732443704e-19
418890,24,PHF6,9.157892,1.5922576,5.2920719074312936e-20,9.28004512830827e-19
418915,24,RPRD1B,9.087807,1.5166036,1.0105676958650893e-19,1.7285869634674657e-18
418932,24,SF3B3,9.032047,1.5790467,1.6848956988048087e-19,2.8319583786957657e-18
418963,24,UEVLD,8.951165,1.5109535,3.5174861765098685e-19,5.740392389087754e-18
418970,24,ENSHGLG00000005836,8.931097,1.5362047,4.2180421292639856e-19,6.8388051766176706e-18
418977,24,SMAD4,8.891712,1.6143117,6.017447936616172e-19,9.68408696121048e-18
418988,24,CAPRIN1,8.855769,1.5015147,8.310855105455674e-19,1.3240340343211313e-17
419021,24,PPP4R2,8.781635,1.6271961,1.6111526680484668e-18,2.489352387642232e-17
419024,24,KIAA1958,8.777272,1.5050629,1.6748762276561725e-18,2.5809398010776045e-17
419047,24,CCDC50,8.713825,1.626972,2.9378935687629337e-18,4.436907260439633e-17
419060,24,ENSHGLG00000018058,8.669983,1.5363111,4.321857585840861e-18,6.454245809798191e-17
419067,24,ACTR10,8.640101,1.5941843,5.616313410009378e-18,8.337328679325943e-17
419086,24,PCF11,8.590241,1.5753807,8.678692347725939e-18,1.2667398981638875e-16
419131,24,RAD23B,8.460949,1.5970434,2.6521108832694062e-17,3.7272967562849204e-16
419134,24,RHEB,8.454421,1.5409921,2.8047530691181666e-17,3.9322999349882963e-16
435325,25,ADARB2,22.877441,5.201226,7.794206352404808e-116,1.3572051521442492e-111
435326,25,ERBB4,22.503502,4.7350426,3.83546152962595e-112,3.339344580768834e-108
435328,25,MEIS2,20.6434,4.049039,1.119065891091636e-94,4.8715735903946644e-91
435329,25,PBX3,16.990986,3.6927392,9.57669949590516e-65,2.7793178053699423e-61
435331,25,FOXP2,10.81822,3.074076,2.8220420765927935e-27,5.521372885360709e-25
435332,25,GRM8,10.190931,2.4290943,2.1766939947266703e-24,3.032221802414041e-22
435333,25,METAP1D,9.433718,2.6732688,3.958068795860132e-21,3.9160143149041186e-19
435335,25,SDK1,8.651254,2.2376292,5.093663517800185e-18,3.5764501143328475e-16
435337,25,KCNIP1,7.9894776,2.320952,1.3551146650519092e-15,7.19408892150881e-14
435338,25,SPOCK3,7.605266,1.9770647,2.843187425605724e-14,1.2284968397536595e-12
435341,25,ZNF608,7.1514816,2.0654721,8.584630902159191e-13,2.9026053961028735e-11
435343,25,SORCS3,7.0401917,2.212032,1.9197561595685027e-12,6.167659410805597e-11
435345,25,OLFM3,6.6031256,2.4207525,4.025781518710205e-11,1.0557369515858553e-09
435349,25,CHN2,5.7496715,2.0695348,8.94169281432159e-09,1.5759281070423264e-07
435354,25,ENSHGLG00000017315,5.417772,1.9151877,6.034631260226571e-08,9.082198283001322e-07
435355,25,MSI2,5.134479,1.7228581,2.8292665161786965e-07,3.79553296195837e-06
435359,25,NHS,4.117473,1.5313877,3.830491917526124e-05,0.00034381626680351753
452738,26,RELN,12.494273,9.348435,8.02263743050647e-36,1.3969818557740918e-31
452740,26,EPHA3,11.787795,6.0667872,4.5120056358578627e-32,2.618918471239765e-28
452741,26,DACH1,11.39064,7.7403574,4.6555606284493834e-30,2.026681930579728e-26
452742,26,GALNTL6,11.331816,5.7862434,9.12921104731218e-30,3.17933903933694e-26
452745,26,ATP8A1,10.239302,4.3600354,1.321873847929363e-24,2.8772236642492498e-21
452746,26,THSD7B,10.031223,5.293429,1.111315358010452e-23,2.1501482587817778e-20
452748,26,CCSER1,9.633912,4.1585426,5.7497830788056145e-22,9.101906613749288e-19
452749,26,UNC13C,9.096716,4.584496,9.310414862175554e-20,1.351018783292191e-16
452750,26,CNTN4,8.953715,4.2253814,3.437158733913232e-19,4.603941925663931e-16
452751,26,CA10,8.930042,4.3034167,4.2584514300152015e-19,5.296601053632479e-16
452752,26,RORA,8.810694,3.716585,1.2437355578286408e-18,1.4438111512313415e-15
452753,26,MARCHF1,8.796919,3.5579846,1.4062449214950093e-18,1.5304339261245374e-15
452755,26,CDH4,8.091447,4.2161913,5.896023976098296e-16,5.133373274789982e-13
452756,26,ENSHGLG00000004997,8.0540285,6.4686747,8.011285289905245e-16,6.642881464434287e-13
452757,26,EBF3,7.829927,10.811971,4.8815331989607275e-15,3.541755733062631e-12
452758,26,CDC42BPA,7.739077,3.3586051,1.0014106387976001e-14,6.975025381353044e-12
452759,26,ESR1,7.667542,7.065164,1.7532340004469866e-14,1.1741947557608992e-11
452761,26,ENSHGLG00000010244,7.2929854,4.8638577,3.031612164548699e-13,1.7028858910092417e-10
452762,26,NDNF,7.1025314,9.403285,1.2249197425972184e-12,6.463493175104657e-10
452765,26,VEGFC,6.064523,6.9409,1.3234573023144243e-09,4.5186984323923667e-07
452766,26,MSI2,5.967655,3.4368017,2.4068764534328764e-09,7.907724468608807e-07
452767,26,SHISA6,5.844887,3.3232975,5.069124982960446e-09,1.6048849696052771e-06
452768,26,CLSTN2,5.4099817,2.1807084,6.303121893712406e-08,1.5679465933602017e-05
452769,26,CALB2,5.3956785,4.1694765,6.826507116883667e-08,1.6742249074126097e-05
452770,26,ENSHGLG00000016077,5.2185316,2.9836695,1.8034736118457815e-07,4.078426753645531e-05
452771,26,EDIL3,5.1843567,2.429116,2.167619894538464e-07,4.7180956529497847e-05
452772,26,ZNF608,5.0910153,2.8981454,3.5615139827775726e-07,7.211237556058822e-05
452774,26,DSCAML1,4.846808,2.237763,1.2546385163700316e-06,0.00023746761397338436
452775,26,MAML3,4.7217536,4.2328362,2.338198197937267e-06,0.00040311925961070925
452776,26,LRIG3,4.66248,6.699861,3.124216305483541e-06,0.0005281745488095621
452777,26,RBMS3,4.488723,2.173059,7.165141589151049e-06,0.0011040189981535136
452778,26,ERBB4,4.4623833,2.2042263,8.105303858682869e-06,0.0012272839660108243
452779,26,ASTN2,4.4054155,1.9459217,1.0558138254106471e-05,0.0015713577899038973
452780,26,SEMA6A,4.3457704,2.7049358,1.3878771806040634e-05,0.0019809102742507014
452782,26,IL1RAPL2,4.204928,2.3457017,2.6116522577005718e-05,0.0033438750561279452
452783,26,PCDH15,4.145234,2.0250416,3.3946656050174055e-05,0.004162768463392118
452784,26,PARP8,4.125978,2.4242952,3.691628585995521e-05,0.004464050594995834
452786,26,NTNG1,3.9749162,2.6547465,7.040402848592767e-05,0.007858624025804221
