,group,names,scores,logfoldchanges,pvals,pvals_adj
140969,8,ATP1A1,8.534233,1.5916215,1.4108814892168218e-17,1.4711185252534442e-16
140972,8,PLD3,8.5313225,1.6730983,1.4468454143261184e-17,1.505912683781273e-16
141041,8,ENO2,8.313168,1.7185845,9.318114076508296e-17,9.314369713790984e-16
141053,8,ENSHGLG00000007916,8.273767,1.5354075,1.2979118808978502e-16,1.288514229308681e-15
141115,8,JPT1,8.133533,1.539146,4.169572648582823e-16,3.998059941066778e-15
141129,8,ATP5F1C,8.102125,1.639323,5.400731927163661e-16,5.138958745776002e-15
141173,8,SKI,7.9948473,1.5223525,1.297343556620031e-15,1.2054772332670545e-14
141230,8,WWP2,7.8441243,1.5294124,4.359844127002962e-15,3.9297463426926135e-14
156717,9,PTPRK,22.941008,3.2565658,1.8118567876242878e-116,3.1549862242901725e-112
156719,9,LUZP2,22.627256,3.6970518,2.336939177333472e-113,1.3564373964969248e-109
156720,9,UNC5C,21.101862,3.053739,7.646640142146716e-99,3.3287736198800196e-95
156722,9,SOX5,17.888586,2.50234,1.447359074020508e-71,4.200477259319851e-68
156723,9,KCTD16,17.80319,2.7461383,6.675621709605541e-71,1.6606085832765896e-67
156724,9,NTNG2,17.355894,4.2944016,1.7800583163689896e-67,3.8745194328666526e-64
156726,9,LMO7,16.777393,2.7731607,3.571741641060909e-63,6.219473719579361e-60
156727,9,DLG1,15.80528,2.2706776,2.8611703722939073e-56,4.529232699341255e-53
156728,9,NWD2,15.762371,2.4876945,5.647384091576657e-56,8.194824932218693e-53
156729,9,AK5,15.179923,2.3416739,4.803464435762089e-52,6.434055863071173e-49
156731,9,FRY,14.819643,2.279977,1.093642417606872e-49,1.2695730278525642e-46
156732,9,SATB2,14.577039,2.2072716,3.9320573561395524e-48,4.279307171403627e-45
156733,9,PEX5L,14.53306,2.1507971,7.48027282053783e-48,7.661999448472072e-45
156735,9,MGAT5,13.711544,2.412265,8.659566096739599e-43,7.539451222126332e-40
156737,9,KCTD1,13.124794,2.3800497,2.3742655043279643e-39,1.879231146675584e-36
156738,9,LMO4,13.113244,2.3602803,2.7651194889829894e-39,2.093435898333078e-36
156739,9,PCDH15,12.053046,1.86993,1.869131663884095e-33,1.3561329026339058e-30
156740,9,LMO3,11.933503,2.394736,7.917053530916655e-33,5.514386125354069e-30
156741,9,SCHIP1,11.813404,1.8469588,3.3281038065187426e-32,2.2289335224196485e-29
156743,9,GRM1,11.677439,1.7669646,1.6622845789863167e-31,1.0337629062103119e-28
156744,9,ENSHGLG00000006887,11.594236,1.8135089,4.407802647408943e-31,2.6466574999769625e-28
156745,9,PTPRT,11.565722,1.6734111,6.147168774441326e-31,3.4529241893337684e-28
156746,9,SYNJ1,11.50945,2.036124,1.182304622855017e-30,6.433584499304503e-28
156747,9,SPOCK1,11.386498,1.8076456,4.8821754490706144e-30,2.5761612452929277e-27
156749,9,SOBP,11.14377,1.6855586,7.679781086142442e-29,3.8208008015142377e-26
156751,9,COL24A1,11.07424,3.295193,1.6729402540603529e-28,7.87321855241971e-26
156752,9,ENSHGLG00000000553,10.941124,2.4229515,7.328589038416481e-28,3.3582294980512153e-25
156753,9,ENSHGLG00000014005,10.825995,2.3047159,2.5924720991922572e-27,1.1575055554675583e-24
156754,9,CELF4,10.76327,1.5552827,5.131588662577137e-27,2.2339088345363922e-24
156756,9,PTPRU,10.453011,2.339165,1.4194684012811352e-25,5.617546198070092e-23
156758,9,ZNF385B,10.166856,1.5563089,2.787610851383093e-24,1.032780165002847e-21
156760,9,NR4A2,9.992897,4.316051,1.6372566544109787e-23,5.721522179450542e-21
156761,9,FRAS1,9.992291,1.6199,1.6472965893132743e-23,5.721522179450542e-21
156762,9,TLL1,9.990594,4.601168,1.6757458861309233e-23,5.721522179450542e-21
156763,9,TRHDE,9.918484,1.8019935,3.459704416319647e-23,1.1585352500264234e-20
156764,9,SORBS2,9.88849,1.54845,4.6702145703439136e-23,1.5343857794980864e-20
156767,9,PBX3,9.708196,1.7064974,2.7821922051669125e-22,8.651127297959188e-20
156768,9,SCN1A,9.560808,1.5753748,1.1684056206968274e-21,3.569376679507694e-19
156769,9,TMEM163,9.35503,2.1099086,8.35762201476556e-21,2.466631731239198e-18
156770,9,SASH1,9.34552,1.5473462,9.143867973221893e-21,2.6430880670600347e-18
156772,9,CAMK2A,9.174927,1.6394852,4.5188069681101797e-20,1.2489839005667073e-17
156777,9,IL1RAPL2,8.95374,1.6176993,3.4363743753115477e-19,8.672114057579707e-17
156778,9,CAMK4,8.846424,1.6228244,9.036855223022297e-19,2.247982285692675e-16
156783,9,HOMER1,8.586041,1.6557016,9.0017406290247e-18,2.0624645996474616e-15
156794,9,ZDHHC14,7.9842167,1.512493,1.4141759150556942e-15,2.64785432353385e-13
156804,9,C12orf75,7.165644,1.8820914,7.742155425651069e-13,1.2036977895255543e-10
156817,9,SAMD5,6.4968543,1.5247691,8.2016881620451e-11,1.0985845843514717e-08
156837,9,PLA2G16,5.8078017,1.8062177,6.329834816708436e-09,6.93216438134239e-07
156851,9,FBN2,5.463483,1.6316491,4.6688196863883963e-08,4.56731220219557e-06
156880,9,COL4A4,4.865598,1.5690266,1.1411117684025457e-06,9.073141197805263e-05
174130,10,PVRL3,49.049355,3.8134563,0.0,0.0
174131,10,DGKH,48.067913,3.515536,0.0,0.0
174132,10,SATB2,46.281403,3.3488688,0.0,0.0
174135,10,RFX3,44.31889,3.1359873,0.0,0.0
174137,10,ADAMTSL1,41.536697,2.9937263,0.0,0.0
174138,10,CACNA2D1,41.060276,2.5711873,0.0,0.0
174140,10,TAFA1,38.793697,2.7885263,0.0,0.0
174141,10,GRM1,37.645107,2.7588017,3.93373167511847e-310,5.708172471569827e-307
174142,10,NWD2,36.882652,2.7198734,8.767273719415555e-298,1.1743425944321774e-294
174145,10,DOK5,35.352467,2.7378528,9.18752801953884e-274,9.998901587764365e-271
174146,10,PTPRK,34.98876,2.414156,3.334937880995603e-268,3.415957254222143e-265
174150,10,DLG1,32.802746,2.2338767,5.380421434803978e-236,4.461394211630555e-233
174151,10,CPNE8,31.270695,2.459136,1.16830876191664e-214,9.247163850570206e-212
174152,10,ZNF385B,31.229767,2.2330778,4.203211687961896e-214,3.1821967444556737e-211
174153,10,LDLRAD4,31.169428,2.4466753,2.7670309515445873e-213,2.0075962483019123e-210
174154,10,GPC6,30.49707,2.1237643,2.8497737312730812e-204,1.9849243993063264e-201
174156,10,EPHA3,30.300303,2.377895,1.1358833545378159e-201,7.325606241691478e-199
174157,10,SCHIP1,29.798065,2.181987,4.138817611915628e-195,2.573901109867387e-192
174158,10,CUX1,29.039574,2.4390464,2.083806948410989e-185,1.2095110130893518e-182
174159,10,EDIL3,28.154568,2.2579143,2.1069313237041807e-174,1.1834837141826097e-171
174161,10,CDH13,27.486689,1.9343538,2.5327565388471988e-166,1.3364512003317052e-163
174163,10,TNC,27.429821,3.5199318,1.2095272463806052e-165,6.017570840350136e-163
174164,10,SOBP,27.316647,1.9788709,2.6905242405118634e-164,1.3013916277786966e-161
174165,10,KCTD16,27.236956,1.938594,2.3720822888133568e-163,1.1163532133812698e-160
174167,10,EFNA5,26.16763,2.0585794,6.210143555621758e-151,2.772749480360043e-148
174168,10,UNC5C,26.002565,1.8321505,4.632230725903116e-149,1.9673422836622185e-146
174169,10,ADAM12,25.981848,2.4577112,7.942985445860084e-149,3.2931239421133725e-146
174170,10,EPHA4,25.883541,2.2262561,1.0205016892802144e-147,4.0386354353264485e-145
174171,10,CNTN3,25.662098,1.956107,3.098371249532341e-145,1.1989319681801478e-142
174172,10,SHROOM3,25.534327,2.002511,8.198907004571625e-144,3.037607822778845e-141
174173,10,PLEKHA5,25.129532,1.5520928,2.3661069236107737e-139,8.5835458043405e-137
174174,10,PTPRO,24.563847,1.7072214,3.0765509777499317e-133,1.0504310230501873e-130
174175,10,KLHL32,24.420963,2.140899,1.0243109899563414e-131,3.4300629361749564e-129
174177,10,CIT,23.960732,2.3229802,7.142342675255428e-127,2.303140981559681e-124
174178,10,ADGRL2,23.818518,1.953942,2.147389665664118e-125,6.798635681492598e-123
174179,10,RAPGEF5,23.694057,1.8568013,4.151929849481738e-124,1.2910277583754553e-121
174180,10,CBLB,23.314817,2.0927625,3.136680089021278e-120,9.582282524583775e-118
174181,10,ENSHGLG00000010529,23.275522,2.6332195,7.847477724076974e-120,2.3560022346440057e-117
174182,10,FBXW7,23.104465,1.6612747,4.175339233452565e-118,1.2322912215611783e-115
174183,10,SHANK2,23.041346,1.8329843,1.7962186159519288e-117,5.212925793261823e-115
174185,10,RASA1,22.58054,1.7520297,6.732295790113176e-113,1.8907978482780764e-110
174186,10,DAB1,22.562479,1.6070144,1.0128293103450956e-112,2.799428060482405e-110
174190,10,ELMOD1,21.848415,1.8570082,8.047782617171319e-106,2.0019434101829167e-103
174192,10,MCTP1,21.661383,1.6191111,4.747782139070826e-104,1.1482379220505597e-101
174198,10,KCTD1,20.619791,1.8691972,1.823473410410776e-94,3.9690178119353555e-92
174199,10,RGS6,20.507868,1.5167829,1.8314743205257459e-93,3.9372175732487424e-91
174200,10,MPPED1,20.274513,1.518806,2.1591785750662632e-91,4.5850946984913225e-89
174202,10,RGL1,19.960875,2.0157056,1.2058543343907149e-88,2.4997073243744662e-86
174204,10,MGAT5,19.887238,1.8931237,5.248849339277395e-88,1.0627699249399684e-85
174205,10,UBE2E3,19.865046,2.1570318,8.167923365975348e-88,1.634805167491135e-85
174206,10,PLXDC2,19.739697,1.6559829,9.836664252865083e-87,1.9464299390356785e-84
174207,10,SDCCAG8,19.711205,2.0426419,1.7280557752009455e-86,3.3809702487161865e-84
174208,10,CDH6,19.426619,2.04553,4.596577313960431e-84,8.893355640888108e-82
174209,10,GLIS3,19.337059,2.4466677,2.619988095826423e-83,5.013390407980825e-81
174212,10,KLHL1,19.109018,2.0310392,2.1242951407973444e-81,3.893721188074122e-79
174214,10,SPHKAP,18.796228,1.9228308,8.10802647005316e-79,1.4261117668993502e-76
174218,10,FSTL4,18.14664,1.6419197,1.3649817853663456e-73,2.242304512130583e-71
174220,10,OSBPL1A,18.012936,1.7363186,1.5422829536737475e-72,2.4638323919560517e-70
174231,10,PDGFC,16.891245,1.6697844,5.218926020569955e-64,6.990550676629587e-62
174232,10,MPPED2,16.688038,2.0231774,1.6014979626138362e-62,2.0967581972176488e-60
174235,10,ITPR1,16.504164,1.8237067,3.424412456107903e-61,4.3525032188472205e-59
174236,10,FAT4,16.485092,1.7396575,4.695790718650106e-61,5.925203172743064e-59
174240,10,ENSHGLG00000011584,16.338808,1.7537838,5.226455192087367e-60,6.3642142839033084e-58
174243,10,PTPRR,16.294102,1.5116988,1.0868876436805352e-59,1.2962996259869288e-57
174249,10,HS6ST2,16.046614,1.6442544,6.036841701389749e-58,6.825943152357123e-56
174263,10,ARHGEF28,14.930373,1.6797253,2.0909302558658573e-50,2.0340429354967694e-48
174265,10,MET,14.676158,2.579419,9.163803901869423e-49,8.533118574505469e-47
174269,10,ANTXR1,14.327254,1.5621445,1.4785197238351565e-46,1.327085770677401e-44
174271,10,ENSHGLG00000014506,14.205335,1.5637343,8.48961807671552e-46,7.428629124112932e-44
174273,10,TTLL7,14.060071,1.737546,6.68195120268686e-45,5.6757471362139645e-43
174300,10,ARHGAP28,12.531056,1.6624447,5.048574067047848e-36,3.447483146255066e-34
174303,10,PTPRU,12.297354,1.5437682,9.358993792674629e-35,6.292206907793177e-33
174312,10,PPP1R14C,11.886056,1.7844971,1.3985685740378728e-32,8.855736210807812e-31
174317,10,ROR2,11.710213,1.5307611,1.12996209411178e-31,6.952660757868701e-30
174324,10,ADD2,11.556427,1.7217362,6.849997086169041e-31,4.0848972349815586e-29
191543,11,LHFPL3,29.720423,2.9837077,4.182899223483101e-194,7.283682417851124e-190
191545,11,ADARB2,23.848106,3.02542,1.0595089765061576e-125,6.149743269300573e-122
191546,11,GALNTL6,22.6457,2.2535658,1.5381192916317495e-113,6.695817806295913e-110
191547,11,GALNT13,22.113949,2.208723,2.320478502541631e-108,8.081298432951484e-105
191548,11,RBMS3,21.892954,2.1602452,3.032150786616753e-106,8.799806941226254e-103
191550,11,ENSHGLG00000008731,21.4199,1.9817679,8.717245320894559e-102,1.897417409659212e-98
191551,11,SPOCK3,21.270071,2.407506,2.1495255175515157e-100,4.158854204124949e-97
191552,11,SGCZ,21.14956,2.119682,2.7852345854189294e-99,4.849928983589982e-96
191554,11,NOVA1,20.768574,2.1860826,8.329431551862835e-96,1.2086699301048961e-92
191555,11,CDH4,19.824638,2.2455044,1.8248844596373e-87,2.444362545820331e-84
191556,11,EPHA6,19.752708,1.8162737,7.602998733014752e-87,9.456501209856135e-84
191558,11,RAPGEF6,18.349611,1.8683323,3.3248511651143325e-75,3.216424074340882e-72
191559,11,ENSHGLG00000005139,18.119326,1.5960974,2.2432420568309163e-73,2.0558723123998286e-70
191561,11,SLC24A3,17.088614,1.6641723,1.8041395991580744e-65,1.365890558266937e-62
191562,11,ALCAM,16.892908,1.8700712,5.0738546270198726e-64,3.681292942512377e-61
191563,11,BRINP3,16.866137,1.6562605,7.985059635534743e-64,5.5617537373426594e-61
191564,11,GRIK1,16.40759,1.8959084,1.6876925504052102e-60,1.0495639421502116e-57
191565,11,NHS,16.376968,2.0527124,2.7932127052163283e-60,1.621273761197731e-57
191566,11,SORCS3,16.30806,2.1739104,8.649617144348943e-60,4.858573655953166e-57
191567,11,XKR6,16.015606,1.9147998,9.943262549077123e-58,5.4106884614712484e-55
191571,11,ERBB4,15.420283,1.6234487,1.1957786264828458e-53,5.627592762958323e-51
191573,11,TMEFF2,15.282967,1.5438863,9.931510471439197e-53,4.217985166809043e-50
191574,11,COPG2,15.15976,1.8416661,6.5307151674150934e-52,2.707603409766643e-49
191577,11,ENSHGLG00000001774,14.684803,1.5346562,8.066797636213581e-49,3.0536336356388496e-46
191580,11,MEIS2,14.399079,1.6563716,5.243741264471289e-47,1.7903777772203638e-44
191584,11,OLFM3,13.904199,2.26507,5.973243617123023e-44,1.857358769731486e-41
191585,11,GRM8,13.878593,1.6342092,8.540343751101334e-44,2.6090001006653953e-41
191586,11,THSD7B,13.867825,1.6905156,9.924160249741114e-44,2.9794724556679655e-41
191590,11,SDK1,13.629264,1.6582694,2.6827281318869235e-42,7.534571767830162e-40
191592,11,BAZ2B,13.361651,1.5001621,1.0129107817872197e-40,2.713510068193978e-38
191594,11,CEP112,12.879381,1.7222484,5.880499636755039e-38,1.505840296688463e-35
191595,11,INPP4B,12.8248205,1.5359191,1.190620520074584e-37,2.96175358800839e-35
191607,11,NRP2,11.749262,2.370189,7.123851828961487e-32,1.3937936168281613e-29
191614,11,SGCD,11.470599,1.5737357,1.8537149400073436e-30,3.3277049742626674e-28
191619,11,KIRREL1,11.2613535,2.1563287,2.0360727749675038e-29,3.409051464472033e-27
191628,11,TSHZ2,10.878419,1.5245453,1.4607474312158893e-27,2.211825653892372e-25
191637,11,CHN2,10.619603,1.6543266,2.415864955510738e-26,3.365396517624678e-24
191642,11,SLC35F4,10.436746,1.5043082,1.6848829117360807e-25,2.2059297851173214e-23
191644,11,RELN,10.424846,1.5422889,1.9096919393614775e-25,2.463219684451956e-23
191645,11,NDST4,10.398966,2.1566296,2.5063788897546323e-25,3.209086441713045e-23
191653,11,GAD2,10.068145,1.8345027,7.640570655007007e-24,9.112688822988836e-22
191663,11,EPB41L4B,9.908676,1.711594,3.816700947573041e-23,4.206342632917048e-21
191665,11,ENSHGLG00000002675,9.786095,2.135852,1.2918990991318466e-22,1.4059899383239278e-20
191671,11,ZNF618,9.654535,1.865434,4.702870915586314e-22,4.819471106348803e-20
191675,11,ENSHGLG00000017262,9.635978,1.5230405,5.635272796122107e-22,5.672081225368454e-20
191690,11,FNDC3B,9.140061,1.5938207,6.241670106340154e-20,5.545214365392913e-18
191695,11,CDON,8.91254,1.604,4.987629007713159e-19,4.2783046261728693e-17
191703,11,GRIN3A,8.667396,1.5560749,4.421168047205141e-18,3.564157370647367e-16
191709,11,CPNE5,8.561251,1.5805854,1.116499308945955e-17,8.718207384159603e-16
208957,12,EPHA3,21.582203,4.034122,2.639815583015191e-103,2.2983554373521763e-99
208959,12,MEIS2,20.517998,3.9822023,1.4871368598278524e-93,6.473878535045599e-90
208963,12,PIGL,14.473911,2.5401902,1.7710683778490073e-47,2.0559742442323176e-44
208965,12,CCSER1,13.74635,2.0879672,5.3564159194001405e-43,4.2396032002052114e-40
208966,12,NCKAP5,13.345663,2.4682033,1.2554895237191677e-40,7.807799670186381e-38
208969,12,ZFHX4,11.074201,3.4310908,1.6736779192487715e-28,3.885833814383848e-26
208971,12,PTPRK,10.921502,1.7490598,9.097815777216822e-28,1.9319544649838602e-25
208972,12,TNIK,10.757843,1.6681579,5.442904995035539e-27,1.1020616823087655e-24
208973,12,PLXNA2,10.266633,2.6395445,9.962121632052598e-25,1.6365134337635085e-22
208974,12,NKAIN3,10.038395,1.7520274,1.0334227098518875e-23,1.4995824705542432e-21
208975,12,HS6ST2,9.771793,2.4755945,1.487948240178209e-22,2.0084994345909422e-20
208976,12,KCNH8,9.496176,3.1582127,2.1774075928638783e-21,2.5792651982679397e-19
208979,12,NFIB,9.04259,1.915191,1.5300227944995574e-19,1.455862673257967e-17
208981,12,FMNL2,8.514641,1.7239754,1.6710791031144122e-17,1.2875442664836841e-15
208982,12,CHN2,8.459675,2.6982908,2.681250926111975e-17,2.0124406196718886e-15
208984,12,CALCRL,8.291295,2.9001307,1.1202181574253215e-16,7.897311245039322e-15
208988,12,BCL2,7.4412766,2.6983266,9.971697597980566e-14,4.850200286973061e-12
208990,12,EPHB1,6.9019485,1.7921374,5.129400226274899e-12,2.0485836270670827e-10
208991,12,FRMD4B,6.7097225,2.5106685,1.9499478453395468e-11,7.270758422033732e-10
208993,12,FGF13,6.659466,1.6550238,2.7482457652947952e-11,9.99064791463012e-10
208997,12,MSI2,6.0973644,1.884913,1.078316374633949e-09,2.985170593243395e-08
209000,12,ENSHGLG00000017315,5.7244844,1.8554555,1.0374835048961767e-08,2.411976004106425e-07
209005,12,ZNF608,5.090383,1.6097237,3.573406535998201e-07,6.297948179285088e-06
226369,13,ERBB4,56.042255,7.7958627,0.0,0.0
226370,13,NXPH1,55.941658,7.3026586,0.0,0.0
226372,13,KCNC2,51.470364,5.496936,0.0,0.0
226373,13,GALNTL6,48.81444,5.048287,0.0,0.0
226374,13,GRIA4,42.37689,3.9862735,0.0,0.0
226377,13,UBASH3B,38.54718,4.288134,0.0,0.0
226379,13,PPIP5K2,37.930412,4.4873066,0.0,0.0
226380,13,RBMS3,37.780083,3.8010907,0.0,0.0
226381,13,CNTNAP4,36.917126,4.148115,2.454731834145816e-298,2.8496163618654066e-295
226384,13,METAP1D,33.62403,4.3729887,7.474465710837344e-248,5.916039610127758e-245
226385,13,LIMCH1,33.463745,3.223832,1.6243751563890144e-245,1.229793243400083e-242
226386,13,ENSHGLG00000003074,32.812172,3.4903336,3.9479254754667934e-236,2.749809052172131e-233
226387,13,ZNF385D,32.25328,3.7724373,3.164600113240897e-228,2.0409326582171757e-225
226388,13,ELAVL2,30.577322,3.5859776,2.451034199490512e-205,1.4226619505242762e-202
226389,13,GAD2,29.266325,4.575104,2.783440625121043e-188,1.34633476681202e-185
226392,13,SOX6,28.153713,3.4436781,2.1582787722562187e-174,7.996193247084583e-172
226393,13,SPOCK3,26.18203,3.2064939,4.2575783415170354e-151,1.3479493029242933e-148
226394,13,GRIK1,26.164755,3.3302026,6.695826547672081e-151,2.045516274993227e-148
226395,13,PAM,25.799147,2.9468763,9.064615387116668e-147,2.721416340273492e-144
226396,13,ROBO1,25.459885,2.4977112,5.487020064020099e-143,1.592424672913033e-140
226397,13,PTPRM,24.71832,3.9591808,6.79602719228674e-135,1.849050335926391e-132
226398,13,ATP8A2,24.42088,2.1298952,1.02640322992633e-131,2.707993854955634e-129
226399,13,CNGB3,23.64413,2.4848297,1.3563750751093686e-123,3.3740798832684903e-121
226400,13,GAD1,23.071217,3.9170806,9.009317927223874e-118,2.0642006982467013e-115
226401,13,PALLD,22.866999,2.9125617,9.901407913209671e-116,2.182445772059747e-113
226403,13,NTRK2,22.743643,1.944912,1.6587187628179818e-114,3.5223499776767708e-112
226404,13,KCTD8,22.54698,3.2397108,1.4376507080262797e-112,2.945154326924895e-110
226405,13,SGCZ,22.34912,2.2358866,1.231509197596701e-110,2.4648585813507306e-108
226406,13,ENSHGLG00000010482,22.347712,3.0244749,1.2709084559945044e-110,2.5148101072991256e-108
226408,13,RAPGEF4,20.73856,2.1890852,1.555098334230877e-95,2.735245181208309e-93
226409,13,PLXNA4,20.327698,1.6609745,7.315532665033688e-92,1.2248593297714577e-89
226410,13,ZSWIM6,19.68653,2.0488842,2.8132168685413e-86,4.413202282154023e-84
226411,13,TMTC2,19.21189,2.4554112,2.943513596101562e-82,4.307176659572815e-80
226412,13,ST8SIA4,19.114376,3.5894992,1.9169946550405037e-81,2.7817189940183574e-79
226413,13,KCNIP1,18.822441,2.7991893,4.945346739802462e-79,6.834390696839704e-77
226414,13,LHFPL3,18.73578,1.975835,2.5290680405120463e-78,3.387589368418174e-76
226415,13,MYO5B,18.627014,3.228987,1.9405512002763996e-77,2.5794517595735075e-75
226417,13,DLGAP2,18.422056,1.6692125,8.741844273683068e-76,1.111107549909805e-73
226418,13,CHL1,18.344727,2.1390624,3.6375584971419053e-75,4.556892525951942e-73
226419,13,TMEM132C,17.981869,4.7681565,2.702246572950777e-72,3.136947971652792e-70
226421,13,STXBP6,17.783012,2.7729316,9.56973601875162e-71,1.0681911108623203e-68
226422,13,FGF12,17.48268,2.0046942,1.941589421037981e-68,2.0999314651263583e-66
226423,13,TMEM117,17.450813,2.0179596,3.3937157209308398e-68,3.6478254227511555e-66
226425,13,NPAS3,17.413847,1.7740666,6.4780134782834876e-68,6.878149310814048e-66
226426,13,FRMD5,17.33715,1.6407062,2.4666912006680202e-67,2.603181447104984e-65
226428,13,THSD7A,16.918577,2.462048,3.28269376358459e-64,3.193382486329523e-62
226429,13,ZNF536,16.777798,3.4775398,3.547514440095258e-63,3.375566609037089e-61
226430,13,BRINP3,16.556519,1.7392622,1.4366868527372116e-61,1.3522717927953009e-59
